text,intent,sentiment,user_type
"I need assistance regarding, price of ZENDCloud VM Basic in Thailand under my current subscription.",Product Inquiry,Informational,New User
"Hope you’re doing well, ZENDBiz Connect 1G offers great value for money under my current subscription.",Product Inquiry,Satisfied,New User
"I need assistance regarding, cost of ZENDStorage 1TB is too high under my current subscription.",Product Inquiry,Frustrated,New User
"Hello support, explain billing cycle for ZENDFleet IoT for international usage.",Billing,Informational,Existing User
"Hope you’re doing well, internet speed is extremely slow on Postpaid Platinum in India after installation.",Technical,Frustrated,Existing User
"Can you please confirm, my ZENDCloud VM Enterprise connection keeps disconnecting in India for enterprise usage.",Technical,Frustrated,Existing User
"Good morning, billing charges for ZENDBiz Connect 1G seem incorrect in USA for international usage.",Billing,Frustrated,Existing User
"Can you please confirm, refund eligibility for ZENDStorage 1TB after installation.",Refund,Informational,Existing User
"I need assistance regarding, network performance has been excellent on ZENDBiz Connect 100 under my current subscription.",Technical,Satisfied,Existing User
"Can you please confirm, very unhappy with ZENDCloud VM Pro service for international usage.",Complaint,Frustrated,New User
"Hi team, network performance has been excellent on ZENDOffice Net 1G as part of my annual plan.",Technical,Satisfied,Existing User
"I need assistance regarding, billing charges for ZENDCloud VM Enterprise seem incorrect in Thailand for my home connection.",Billing,Frustrated,Existing User
"Good morning, ZENDIndustrial Sensor offers great value for money after installation.",Product Inquiry,Satisfied,New User
"Can you please confirm, cost of ZENDEnterprise Ultra is too high during peak hours.",Product Inquiry,Frustrated,New User
"Hope you’re doing well, features included in ZENDFiber Home 100 Mbps for enterprise usage.",Product Inquiry,Informational,Existing User
"I need assistance regarding, cost of Prepaid Unlimited is too high for international usage.",Product Inquiry,Frustrated,Existing User
"Good morning, price of ZENDSmart Traffic in USA for enterprise usage.",Product Inquiry,Informational,Existing User
"Hi team, ZENDSmart Traffic offers great value for money as part of my annual plan.",Product Inquiry,Satisfied,Existing User
"I have a concern about, internet speed is extremely slow on ZENDSmart Parking in Singapore under my current subscription.",Technical,Frustrated,Existing User
"Can you please confirm, explain billing cycle for Postpaid Gold under my current subscription.",Billing,Informational,Existing User
"I need assistance regarding, refund not processed for Prepaid Plus 20GB after installation.",Refund,Frustrated,Existing User
"I have a concern about, network performance has been excellent on ZENDIndustrial Sensor for my home connection.",Technical,Satisfied,Existing User
"Hi team, billing charges for ZENDFiber Home 300 Mbps seem incorrect in India for enterprise usage.",Billing,Frustrated,Existing User
"I have a concern about, explain billing cycle for ZENDOffice Net 500 for international usage.",Billing,Informational,New User
"I have a concern about, very unhappy with ZENDSmart Lighting service for my home connection.",Complaint,Frustrated,Existing User
"I need assistance regarding, cost of ZENDIndustrial Sensor is too high for enterprise usage.",Product Inquiry,Frustrated,New User
"Good morning, refund not processed for ZENDEnterprise Dedicated after my recent upgrade.",Refund,Frustrated,Existing User
"I would like to know, internet speed is extremely slow on ZENDBiz Connect 1G in USA for my office network.",Technical,Frustrated,Existing User
"I need assistance regarding, features included in ZENDFleet IoT for my office network.",Product Inquiry,Informational,New User
"Good morning, installation time for Postpaid Platinum in India for my office network.",Technical,Informational,Existing User
"I have a concern about, installation time for ZENDStorage 1TB in India after installation.",Technical,Informational,Existing User
"Can you please confirm, cost of ZENDIndustrial Sensor is too high since last week.",Product Inquiry,Frustrated,New User
"I wanted to check, billing charges for Postpaid Silver seem incorrect in Thailand for enterprise usage.",Billing,Frustrated,Existing User
"I wanted to check, installation time for ZENDSmart Parking in India during peak hours.",Technical,Informational,Existing User
"Kindly help me with, internet speed is extremely slow on ZENDBiz Connect 100 in Singapore as part of my annual plan.",Technical,Frustrated,New User
"Hi team, ZENDIndustrial Sensor offers great value for money for my office network.",Product Inquiry,Satisfied,New User
"Hello support, refund eligibility for ZENDFleet IoT after installation.",Refund,Informational,Existing User
"I have a concern about, refund not processed for ZENDCloud VM Enterprise after installation.",Refund,Frustrated,Existing User
"I would like to know, explain billing cycle for ZENDFiber Home 300 Mbps after installation.",Billing,Informational,Existing User
"Hi team, price of ZENDSmart Parking in Thailand during peak hours.",Product Inquiry,Informational,Existing User
"I need assistance regarding, features included in ZENDOffice Net 200 after my recent upgrade.",Product Inquiry,Informational,New User
"Good morning, refund not processed for ZENDArchive Storage during peak hours.",Refund,Frustrated,New User
"Can you please confirm, how to raise complaint for Postpaid Silver for my office network.",Complaint,Informational,Existing User
"Can you please confirm, my ZENDStorage 1TB connection keeps disconnecting in Thailand during peak hours.",Technical,Frustrated,Existing User
"I need assistance regarding, network performance has been excellent on ZENDStorage 1TB after my recent upgrade.",Technical,Satisfied,Existing User
"I wanted to check, ZENDFiber Home 300 Mbps offers great value for money after installation.",Product Inquiry,Satisfied,New User
"I have a concern about, cost of ZENDStorage 1TB is too high since last week.",Product Inquiry,Frustrated,New User
"I need assistance regarding, very unhappy with ZENDBiz Connect 100 service since last week.",Complaint,Frustrated,Existing User
"I wanted to check, refund not processed for ZENDCloud VM Pro since last week.",Refund,Frustrated,New User
"I would like to know, my ZENDBiz Connect 1G connection keeps disconnecting in USA for international usage.",Technical,Frustrated,New User
"I wanted to check, features included in ZENDEnterprise Dedicated for enterprise usage.",Product Inquiry,Informational,New User
"I need assistance regarding, internet speed is extremely slow on Postpaid Platinum in India for my office network.",Technical,Frustrated,Existing User
"Good morning, features included in ZENDStorage 1TB as part of my annual plan.",Product Inquiry,Informational,New User
"Hope you’re doing well, cost of ZENDSmart Traffic is too high for my home connection.",Product Inquiry,Frustrated,New User
"Can you please confirm, price of ZENDFiber Home 100 Mbps in Singapore for my home connection.",Product Inquiry,Informational,Existing User
"Kindly help me with, installation time for ZENDSmart Lighting in Singapore after my recent upgrade.",Technical,Informational,Existing User
"I need assistance regarding, explain billing cycle for ZENDBiz Connect 500 for enterprise usage.",Billing,Informational,Existing User
"Good morning, explain billing cycle for ZENDStorage 1TB during peak hours.",Billing,Informational,Existing User
"Kindly help me with, cost of ZENDFleet IoT is too high during peak hours.",Product Inquiry,Frustrated,New User
"I have a concern about, very unhappy with Prepaid Unlimited service for my home connection.",Complaint,Frustrated,Existing User
"Hi team, my ZENDEnterprise Ultra connection keeps disconnecting in India for my home connection.",Technical,Frustrated,Existing User
"Can you please confirm, installation time for ZENDArchive Storage in USA under my current subscription.",Technical,Informational,Existing User
"Hi team, refund not processed for ZENDOffice Net 500 under my current subscription.",Refund,Frustrated,Existing User
"Good morning, refund not processed for ZENDStorage 1TB for enterprise usage.",Refund,Frustrated,New User
"Hi team, my ZENDSmart Lighting connection keeps disconnecting in Thailand since last week.",Technical,Frustrated,Existing User
"Good morning, features included in Prepaid Plus 20GB during peak hours.",Product Inquiry,Informational,New User
